source_model,target_model,sample_id,source_layer,target_layer,source_layer_name,target_layer_name,cka,transferable,n_samples
Engstrom2019Robustness,Standard,-1,2,5,layer2.0.conv1,block3.layer.1.conv1,0.8367040157318115,0,17
Engstrom2019Robustness,Standard,-1,2,6,layer2.0.conv1,fc,0.5678920745849609,0,17
Engstrom2019Robustness,Standard,-1,3,1,layer2.3.conv1,conv1,0.9005385637283325,0,17
Engstrom2019Robustness,Standard,-1,3,2,layer2.3.conv1,block1.layer.2.conv1,0.9154305458068848,0,17
Engstrom2019Robustness,Standard,-1,3,3,layer2.3.conv1,block2.layer.0.conv2,0.9483003616333008,0,17
Engstrom2019Robustness,Standard,-1,3,4,layer2.3.conv1,block2.layer.3.conv1,0.9364956617355347,0,17
Engstrom2019Robustness,Standard,-1,3,5,layer2.3.conv1,block3.layer.1.conv1,0.8375557065010071,0,17
Engstrom2019Robustness,Standard,-1,3,6,layer2.3.conv1,fc,0.5498595833778381,0,17
Engstrom2019Robustness,Standard,-1,4,1,layer3.2.conv2,conv1,0.8627938628196716,0,17
Engstrom2019Robustness,Standard,-1,4,2,layer3.2.conv2,block1.layer.2.conv1,0.909498929977417,0,17
Engstrom2019Robustness,Standard,-1,4,3,layer3.2.conv2,block2.layer.0.conv2,0.9464855790138245,0,17
Engstrom2019Robustness,Standard,-1,4,4,layer3.2.conv2,block2.layer.3.conv1,0.9427087306976318,0,17
Engstrom2019Robustness,Standard,-1,4,5,layer3.2.conv2,block3.layer.1.conv1,0.8673104047775269,0,17
Engstrom2019Robustness,Standard,-1,4,6,layer3.2.conv2,fc,0.5555012226104736,0,17
Engstrom2019Robustness,Standard,-1,5,1,layer3.5.conv3,conv1,0.8378349542617798,0,17
Engstrom2019Robustness,Standard,-1,5,2,layer3.5.conv3,block1.layer.2.conv1,0.9117667078971863,0,17
Engstrom2019Robustness,Standard,-1,5,3,layer3.5.conv3,block2.layer.0.conv2,0.9450246095657349,0,17
Engstrom2019Robustness,Standard,-1,5,4,layer3.5.conv3,block2.layer.3.conv1,0.9437809586524963,0,17
Engstrom2019Robustness,Standard,-1,5,5,layer3.5.conv3,block3.layer.1.conv1,0.9033082127571106,0,17
Engstrom2019Robustness,Standard,-1,5,6,layer3.5.conv3,fc,0.5759658813476562,0,17
Engstrom2019Robustness,Standard,-1,6,1,linear,conv1,0.5332942008972168,0,17
Engstrom2019Robustness,Standard,-1,6,2,linear,block1.layer.2.conv1,0.45856472849845886,0,17
Engstrom2019Robustness,Standard,-1,6,3,linear,block2.layer.0.conv2,0.48520907759666443,0,17
Engstrom2019Robustness,Standard,-1,6,4,linear,block2.layer.3.conv1,0.4770115613937378,0,17
Engstrom2019Robustness,Standard,-1,6,5,linear,block3.layer.1.conv1,0.48520657420158386,0,17
Engstrom2019Robustness,Standard,-1,6,6,linear,fc,0.49499019980430603,0,17
Engstrom2019Robustness,Wong2020Fast,-1,1,1,conv1,conv1,0.9546168446540833,1,20
Engstrom2019Robustness,Wong2020Fast,-1,1,2,conv1,layer1.1.conv2,0.9411724805831909,1,20
Engstrom2019Robustness,Wong2020Fast,-1,1,3,conv1,layer2.1.conv1,0.7221804261207581,1,20
Engstrom2019Robustness,Wong2020Fast,-1,1,4,conv1,layer3.0.shortcut.0,0.8974933624267578,1,20
Engstrom2019Robustness,Wong2020Fast,-1,1,5,conv1,layer4.0.conv2,0.7442302703857422,1,20
Engstrom2019Robustness,Wong2020Fast,-1,1,6,conv1,linear,0.5372889041900635,1,20
Engstrom2019Robustness,Wong2020Fast,-1,2,1,layer2.0.conv1,conv1,0.9067644476890564,1,20
Engstrom2019Robustness,Wong2020Fast,-1,2,2,layer2.0.conv1,layer1.1.conv2,0.9314592480659485,1,20
Engstrom2019Robustness,Wong2020Fast,-1,2,3,layer2.0.conv1,layer2.1.conv1,0.9804545044898987,1,20
Engstrom2019Robustness,Wong2020Fast,-1,2,4,layer2.0.conv1,layer3.0.shortcut.0,0.8292335271835327,1,20
Engstrom2019Robustness,Wong2020Fast,-1,2,5,layer2.0.conv1,layer4.0.conv2,0.7265037298202515,1,20
Engstrom2019Robustness,Wong2020Fast,-1,2,6,layer2.0.conv1,linear,0.4033752977848053,1,20
Engstrom2019Robustness,Wong2020Fast,-1,3,1,layer2.3.conv1,conv1,0.8797004222869873,1,20
Engstrom2019Robustness,Wong2020Fast,-1,3,2,layer2.3.conv1,layer1.1.conv2,0.9102106690406799,1,20
Engstrom2019Robustness,Wong2020Fast,-1,3,3,layer2.3.conv1,layer2.1.conv1,0.9931203126907349,1,20
Engstrom2019Robustness,Wong2020Fast,-1,3,4,layer2.3.conv1,layer3.0.shortcut.0,0.7995684742927551,1,20
Engstrom2019Robustness,Wong2020Fast,-1,3,5,layer2.3.conv1,layer4.0.conv2,0.6939373016357422,1,20
Engstrom2019Robustness,Wong2020Fast,-1,3,6,layer2.3.conv1,linear,0.3583454191684723,1,20
Engstrom2019Robustness,Wong2020Fast,-1,4,1,layer3.2.conv2,conv1,0.8305673599243164,1,20
Engstrom2019Robustness,Wong2020Fast,-1,4,2,layer3.2.conv2,layer1.1.conv2,0.8591670989990234,1,20
Engstrom2019Robustness,Wong2020Fast,-1,4,3,layer3.2.conv2,layer2.1.conv1,0.9438032507896423,1,20
Engstrom2019Robustness,Wong2020Fast,-1,4,4,layer3.2.conv2,layer3.0.shortcut.0,0.7705062627792358,1,20
Engstrom2019Robustness,Wong2020Fast,-1,4,5,layer3.2.conv2,layer4.0.conv2,0.702303946018219,1,20
Engstrom2019Robustness,Wong2020Fast,-1,4,6,layer3.2.conv2,linear,0.3404608964920044,1,20
Engstrom2019Robustness,Wong2020Fast,-1,5,1,layer3.5.conv3,conv1,0.790213942527771,1,20
Engstrom2019Robustness,Wong2020Fast,-1,5,2,layer3.5.conv3,layer1.1.conv2,0.8144674301147461,1,20
Engstrom2019Robustness,Wong2020Fast,-1,5,3,layer3.5.conv3,layer2.1.conv1,0.9141629338264465,1,20
Engstrom2019Robustness,Wong2020Fast,-1,5,4,layer3.5.conv3,layer3.0.shortcut.0,0.739799976348877,1,20
Engstrom2019Robustness,Wong2020Fast,-1,5,5,layer3.5.conv3,layer4.0.conv2,0.7023143768310547,1,20
Engstrom2019Robustness,Wong2020Fast,-1,5,6,layer3.5.conv3,linear,0.3745754659175873,1,20
Engstrom2019Robustness,Wong2020Fast,-1,6,1,linear,conv1,0.5503393411636353,1,20
Engstrom2019Robustness,Wong2020Fast,-1,6,2,linear,layer1.1.conv2,0.5213846564292908,1,20
Engstrom2019Robustness,Wong2020Fast,-1,6,3,linear,layer2.1.conv1,0.3606759011745453,1,20
Engstrom2019Robustness,Wong2020Fast,-1,6,4,linear,layer3.0.shortcut.0,0.6737090349197388,1,20
Engstrom2019Robustness,Wong2020Fast,-1,6,5,linear,layer4.0.conv2,0.8257526159286499,1,20
Engstrom2019Robustness,Wong2020Fast,-1,6,6,linear,linear,0.9516310691833496,1,20
Engstrom2019Robustness,Wong2020Fast,-1,1,1,conv1,conv1,0.9707197546958923,0,6
Engstrom2019Robustness,Wong2020Fast,-1,1,2,conv1,layer1.1.conv2,0.9717437028884888,0,6
Engstrom2019Robustness,Wong2020Fast,-1,1,3,conv1,layer2.1.conv1,0.9330484867095947,0,6
Engstrom2019Robustness,Wong2020Fast,-1,1,4,conv1,layer3.0.shortcut.0,0.9315989017486572,0,6
Engstrom2019Robustness,Wong2020Fast,-1,1,5,conv1,layer4.0.conv2,0.8225663304328918,0,6
Engstrom2019Robustness,Wong2020Fast,-1,1,6,conv1,linear,0.8203020095825195,0,6
Engstrom2019Robustness,Wong2020Fast,-1,2,1,layer2.0.conv1,conv1,0.9773285388946533,0,6
Engstrom2019Robustness,Wong2020Fast,-1,2,2,layer2.0.conv1,layer1.1.conv2,0.9827316999435425,0,6
Engstrom2019Robustness,Wong2020Fast,-1,2,3,layer2.0.conv1,layer2.1.conv1,0.9826921820640564,0,6
Engstrom2019Robustness,Wong2020Fast,-1,2,4,layer2.0.conv1,layer3.0.shortcut.0,0.952682375907898,0,6
Engstrom2019Robustness,Wong2020Fast,-1,2,5,layer2.0.conv1,layer4.0.conv2,0.9192348718643188,0,6
Engstrom2019Robustness,Wong2020Fast,-1,2,6,layer2.0.conv1,linear,0.821323573589325,0,6
Engstrom2019Robustness,Wong2020Fast,-1,3,1,layer2.3.conv1,conv1,0.971376359462738,0,6
Engstrom2019Robustness,Wong2020Fast,-1,3,2,layer2.3.conv1,layer1.1.conv2,0.9800319671630859,0,6
Engstrom2019Robustness,Wong2020Fast,-1,3,3,layer2.3.conv1,layer2.1.conv1,0.9845700860023499,0,6
Engstrom2019Robustness,Wong2020Fast,-1,3,4,layer2.3.conv1,layer3.0.shortcut.0,0.948909342288971,0,6
Engstrom2019Robustness,Wong2020Fast,-1,3,5,layer2.3.conv1,layer4.0.conv2,0.9149406552314758,0,6
Engstrom2019Robustness,Wong2020Fast,-1,3,6,layer2.3.conv1,linear,0.8147350549697876,0,6
Engstrom2019Robustness,Wong2020Fast,-1,4,1,layer3.2.conv2,conv1,0.9489985108375549,0,6
Engstrom2019Robustness,Wong2020Fast,-1,4,2,layer3.2.conv2,layer1.1.conv2,0.9558669924736023,0,6
Engstrom2019Robustness,Wong2020Fast,-1,4,3,layer3.2.conv2,layer2.1.conv1,0.9651539921760559,0,6
Engstrom2019Robustness,Wong2020Fast,-1,4,4,layer3.2.conv2,layer3.0.shortcut.0,0.9392362236976624,0,6
Engstrom2019Robustness,Wong2020Fast,-1,4,5,layer3.2.conv2,layer4.0.conv2,0.931311845779419,0,6
Engstrom2019Robustness,Wong2020Fast,-1,4,6,layer3.2.conv2,linear,0.7778235673904419,0,6
Engstrom2019Robustness,Wong2020Fast,-1,5,1,layer3.5.conv3,conv1,0.943607747554779,0,6
Engstrom2019Robustness,Wong2020Fast,-1,5,2,layer3.5.conv3,layer1.1.conv2,0.952190637588501,0,6
Engstrom2019Robustness,Wong2020Fast,-1,5,3,layer3.5.conv3,layer2.1.conv1,0.9753053188323975,0,6
Engstrom2019Robustness,Wong2020Fast,-1,5,4,layer3.5.conv3,layer3.0.shortcut.0,0.9286006689071655,0,6
Engstrom2019Robustness,Wong2020Fast,-1,5,5,layer3.5.conv3,layer4.0.conv2,0.9150554537773132,0,6
Engstrom2019Robustness,Wong2020Fast,-1,5,6,layer3.5.conv3,linear,0.7817916870117188,0,6
Engstrom2019Robustness,Wong2020Fast,-1,6,1,linear,conv1,0.8772643208503723,0,6
Engstrom2019Robustness,Wong2020Fast,-1,6,2,linear,layer1.1.conv2,0.87353515625,0,6
Engstrom2019Robustness,Wong2020Fast,-1,6,3,linear,layer2.1.conv1,0.8972330093383789,0,6
Engstrom2019Robustness,Wong2020Fast,-1,6,4,linear,layer3.0.shortcut.0,0.8401237726211548,0,6
Engstrom2019Robustness,Wong2020Fast,-1,6,5,linear,layer4.0.conv2,0.8573871850967407,0,6
Engstrom2019Robustness,Wong2020Fast,-1,6,6,linear,linear,0.9662089347839355,0,6
Engstrom2019Robustness,Rice2020Overfitting,-1,1,1,conv1,conv1,0.9927362203598022,1,13
Engstrom2019Robustness,Rice2020Overfitting,-1,1,2,conv1,block1.layer.2.conv2,0.8561990261077881,1,13
Engstrom2019Robustness,Rice2020Overfitting,-1,1,3,conv1,block2.layer.0.convShortcut,0.9240385293960571,1,13
Engstrom2019Robustness,Rice2020Overfitting,-1,1,4,conv1,block2.layer.3.conv2,0.7817999124526978,1,13
Engstrom2019Robustness,Rice2020Overfitting,-1,1,5,conv1,block3.layer.1.conv2,0.7441497445106506,1,13
Engstrom2019Robustness,Rice2020Overfitting,-1,1,6,conv1,fc,0.39136162400245667,1,13
Engstrom2019Robustness,Rice2020Overfitting,-1,2,1,layer2.0.conv1,conv1,0.8965319991111755,1,13
Engstrom2019Robustness,Rice2020Overfitting,-1,2,2,layer2.0.conv1,block1.layer.2.conv2,0.9947363138198853,1,13
Engstrom2019Robustness,Rice2020Overfitting,-1,2,3,layer2.0.conv1,block2.layer.0.convShortcut,0.9733458757400513,1,13
Engstrom2019Robustness,Rice2020Overfitting,-1,2,4,layer2.0.conv1,block2.layer.3.conv2,0.9367680549621582,1,13
Engstrom2019Robustness,Rice2020Overfitting,-1,2,5,layer2.0.conv1,block3.layer.1.conv2,0.8703998923301697,1,13
Engstrom2019Robustness,Rice2020Overfitting,-1,2,6,layer2.0.conv1,fc,0.537527322769165,1,13
Engstrom2019Robustness,Rice2020Overfitting,-1,3,1,layer2.3.conv1,conv1,0.8939460515975952,1,13
Engstrom2019Robustness,Rice2020Overfitting,-1,3,2,layer2.3.conv1,block1.layer.2.conv2,0.9895280003547668,1,13
Engstrom2019Robustness,Rice2020Overfitting,-1,3,3,layer2.3.conv1,block2.layer.0.convShortcut,0.9698683023452759,1,13
Engstrom2019Robustness,Rice2020Overfitting,-1,3,4,layer2.3.conv1,block2.layer.3.conv2,0.9468544721603394,1,13
Engstrom2019Robustness,Rice2020Overfitting,-1,3,5,layer2.3.conv1,block3.layer.1.conv2,0.8938561081886292,1,13
Engstrom2019Robustness,Rice2020Overfitting,-1,3,6,layer2.3.conv1,fc,0.5237675309181213,1,13
Engstrom2019Robustness,Rice2020Overfitting,-1,4,1,layer3.2.conv2,conv1,0.8787117600440979,1,13
Engstrom2019Robustness,Rice2020Overfitting,-1,4,2,layer3.2.conv2,block1.layer.2.conv2,0.9722897410392761,1,13
Engstrom2019Robustness,Rice2020Overfitting,-1,4,3,layer3.2.conv2,block2.layer.0.convShortcut,0.9516546130180359,1,13
Engstrom2019Robustness,Rice2020Overfitting,-1,4,4,layer3.2.conv2,block2.layer.3.conv2,0.9287936091423035,1,13
Engstrom2019Robustness,Rice2020Overfitting,-1,4,5,layer3.2.conv2,block3.layer.1.conv2,0.9087709784507751,1,13
Engstrom2019Robustness,Rice2020Overfitting,-1,4,6,layer3.2.conv2,fc,0.5181878805160522,1,13
Engstrom2019Robustness,Rice2020Overfitting,-1,5,1,layer3.5.conv3,conv1,0.7979126572608948,1,13
Engstrom2019Robustness,Rice2020Overfitting,-1,5,2,layer3.5.conv3,block1.layer.2.conv2,0.9215255975723267,1,13
Engstrom2019Robustness,Rice2020Overfitting,-1,5,3,layer3.5.conv3,block2.layer.0.convShortcut,0.8839572072029114,1,13
Engstrom2019Robustness,Rice2020Overfitting,-1,5,4,layer3.5.conv3,block2.layer.3.conv2,0.9081448316574097,1,13
Engstrom2019Robustness,Rice2020Overfitting,-1,5,5,layer3.5.conv3,block3.layer.1.conv2,0.8372690677642822,1,13
Engstrom2019Robustness,Rice2020Overfitting,-1,5,6,layer3.5.conv3,fc,0.5941954255104065,1,13
Engstrom2019Robustness,Rice2020Overfitting,-1,6,1,linear,conv1,0.4049118757247925,1,13
Engstrom2019Robustness,Rice2020Overfitting,-1,6,2,linear,block1.layer.2.conv2,0.5031391978263855,1,13
Engstrom2019Robustness,Rice2020Overfitting,-1,6,3,linear,block2.layer.0.convShortcut,0.4856215715408325,1,13
Engstrom2019Robustness,Rice2020Overfitting,-1,6,4,linear,block2.layer.3.conv2,0.553456723690033,1,13
Engstrom2019Robustness,Rice2020Overfitting,-1,6,5,linear,block3.layer.1.conv2,0.5135660767555237,1,13
Engstrom2019Robustness,Rice2020Overfitting,-1,6,6,linear,fc,0.913078248500824,1,13
Engstrom2019Robustness,Rice2020Overfitting,-1,1,1,conv1,conv1,0.9935743808746338,0,13
Engstrom2019Robustness,Rice2020Overfitting,-1,1,2,conv1,block1.layer.2.conv2,0.8635525703430176,0,13
Engstrom2019Robustness,Rice2020Overfitting,-1,1,3,conv1,block2.layer.0.convShortcut,0.9336563348770142,0,13
Engstrom2019Robustness,Rice2020Overfitting,-1,1,4,conv1,block2.layer.3.conv2,0.6810952425003052,0,13
Engstrom2019Robustness,Rice2020Overfitting,-1,1,5,conv1,block3.layer.1.conv2,0.7193350195884705,0,13
Engstrom2019Robustness,Rice2020Overfitting,-1,1,6,conv1,fc,0.6883907914161682,0,13
Engstrom2019Robustness,Rice2020Overfitting,-1,2,1,layer2.0.conv1,conv1,0.8482216596603394,0,13
Engstrom2019Robustness,Rice2020Overfitting,-1,2,2,layer2.0.conv1,block1.layer.2.conv2,0.9866114258766174,0,13
Engstrom2019Robustness,Rice2020Overfitting,-1,2,3,layer2.0.conv1,block2.layer.0.convShortcut,0.9397939443588257,0,13
Engstrom2019Robustness,Rice2020Overfitting,-1,2,4,layer2.0.conv1,block2.layer.3.conv2,0.8962259888648987,0,13
Engstrom2019Robustness,Rice2020Overfitting,-1,2,5,layer2.0.conv1,block3.layer.1.conv2,0.8666885495185852,0,13
Engstrom2019Robustness,Rice2020Overfitting,-1,2,6,layer2.0.conv1,fc,0.5576608180999756,0,13
Engstrom2019Robustness,Rice2020Overfitting,-1,3,1,layer2.3.conv1,conv1,0.8237149119377136,0,13
Engstrom2019Robustness,Rice2020Overfitting,-1,3,2,layer2.3.conv1,block1.layer.2.conv2,0.9791331887245178,0,13
Engstrom2019Robustness,Rice2020Overfitting,-1,3,3,layer2.3.conv1,block2.layer.0.convShortcut,0.9263747334480286,0,13
Engstrom2019Robustness,Rice2020Overfitting,-1,3,4,layer2.3.conv1,block2.layer.3.conv2,0.9228101968765259,0,13
Engstrom2019Robustness,Rice2020Overfitting,-1,3,5,layer2.3.conv1,block3.layer.1.conv2,0.8937506675720215,0,13
Engstrom2019Robustness,Rice2020Overfitting,-1,3,6,layer2.3.conv1,fc,0.5268178582191467,0,13
Engstrom2019Robustness,Rice2020Overfitting,-1,4,1,layer3.2.conv2,conv1,0.7944632768630981,0,13
Engstrom2019Robustness,Rice2020Overfitting,-1,4,2,layer3.2.conv2,block1.layer.2.conv2,0.9407228231430054,0,13
Engstrom2019Robustness,Rice2020Overfitting,-1,4,3,layer3.2.conv2,block2.layer.0.convShortcut,0.8911396861076355,0,13
Engstrom2019Robustness,Rice2020Overfitting,-1,4,4,layer3.2.conv2,block2.layer.3.conv2,0.9382227659225464,0,13
Engstrom2019Robustness,Rice2020Overfitting,-1,4,5,layer3.2.conv2,block3.layer.1.conv2,0.9361947178840637,0,13
Engstrom2019Robustness,Rice2020Overfitting,-1,4,6,layer3.2.conv2,fc,0.49647873640060425,0,13
Engstrom2019Robustness,Rice2020Overfitting,-1,5,1,layer3.5.conv3,conv1,0.7859969139099121,0,13
Engstrom2019Robustness,Rice2020Overfitting,-1,5,2,layer3.5.conv3,block1.layer.2.conv2,0.9368293881416321,0,13
Engstrom2019Robustness,Rice2020Overfitting,-1,5,3,layer3.5.conv3,block2.layer.0.convShortcut,0.8799401521682739,0,13
Engstrom2019Robustness,Rice2020Overfitting,-1,5,4,layer3.5.conv3,block2.layer.3.conv2,0.9494467377662659,0,13
Engstrom2019Robustness,Rice2020Overfitting,-1,5,5,layer3.5.conv3,block3.layer.1.conv2,0.9331623315811157,0,13
Engstrom2019Robustness,Rice2020Overfitting,-1,5,6,layer3.5.conv3,fc,0.5013461112976074,0,13
Engstrom2019Robustness,Rice2020Overfitting,-1,6,1,linear,conv1,0.729858934879303,0,13
Engstrom2019Robustness,Rice2020Overfitting,-1,6,2,linear,block1.layer.2.conv2,0.6207510232925415,0,13
Engstrom2019Robustness,Rice2020Overfitting,-1,6,3,linear,block2.layer.0.convShortcut,0.7147863507270813,0,13
Engstrom2019Robustness,Rice2020Overfitting,-1,6,4,linear,block2.layer.3.conv2,0.4454162120819092,0,13
Engstrom2019Robustness,Rice2020Overfitting,-1,6,5,linear,block3.layer.1.conv2,0.478075236082077,0,13
Engstrom2019Robustness,Rice2020Overfitting,-1,6,6,linear,fc,0.9562064409255981,0,13
Wong2020Fast,Standard,-1,1,1,conv1,conv1,0.9967414736747742,1,10
Wong2020Fast,Standard,-1,1,2,conv1,block1.layer.2.conv1,0.8435109853744507,1,10
Wong2020Fast,Standard,-1,1,3,conv1,block2.layer.0.conv2,0.8815842270851135,1,10
Wong2020Fast,Standard,-1,1,4,conv1,block2.layer.3.conv1,0.8919419050216675,1,10
Wong2020Fast,Standard,-1,1,5,conv1,block3.layer.1.conv1,0.8598105311393738,1,10
Wong2020Fast,Standard,-1,1,6,conv1,fc,0.6048082709312439,1,10
Wong2020Fast,Standard,-1,2,1,layer1.1.conv2,conv1,0.992693305015564,1,10
Wong2020Fast,Standard,-1,2,2,layer1.1.conv2,block1.layer.2.conv1,0.8625714778900146,1,10
Wong2020Fast,Standard,-1,2,3,layer1.1.conv2,block2.layer.0.conv2,0.8949609994888306,1,10
Wong2020Fast,Standard,-1,2,4,layer1.1.conv2,block2.layer.3.conv1,0.907849907875061,1,10
Wong2020Fast,Standard,-1,2,5,layer1.1.conv2,block3.layer.1.conv1,0.8757748603820801,1,10
Wong2020Fast,Standard,-1,2,6,layer1.1.conv2,fc,0.5947045683860779,1,10
Wong2020Fast,Standard,-1,3,1,layer2.1.conv1,conv1,0.9180887341499329,1,10
Wong2020Fast,Standard,-1,3,2,layer2.1.conv1,block1.layer.2.conv1,0.9118722081184387,1,10
Wong2020Fast,Standard,-1,3,3,layer2.1.conv1,block2.layer.0.conv2,0.9311609864234924,1,10
Wong2020Fast,Standard,-1,3,4,layer2.1.conv1,block2.layer.3.conv1,0.9401245713233948,1,10
Wong2020Fast,Standard,-1,3,5,layer2.1.conv1,block3.layer.1.conv1,0.8968341946601868,1,10
Wong2020Fast,Standard,-1,3,6,layer2.1.conv1,fc,0.5044234395027161,1,10
Wong2020Fast,Standard,-1,4,1,layer3.0.shortcut.0,conv1,0.9360005855560303,1,10
Wong2020Fast,Standard,-1,4,2,layer3.0.shortcut.0,block1.layer.2.conv1,0.7191615700721741,1,10
Wong2020Fast,Standard,-1,4,3,layer3.0.shortcut.0,block2.layer.0.conv2,0.7883925437927246,1,10
Wong2020Fast,Standard,-1,4,4,layer3.0.shortcut.0,block2.layer.3.conv1,0.7981940507888794,1,10
Wong2020Fast,Standard,-1,4,5,layer3.0.shortcut.0,block3.layer.1.conv1,0.801651656627655,1,10
Wong2020Fast,Standard,-1,4,6,layer3.0.shortcut.0,fc,0.7292535901069641,1,10
Wong2020Fast,Standard,-1,5,1,layer4.0.conv2,conv1,0.8156610131263733,1,10
Wong2020Fast,Standard,-1,5,2,layer4.0.conv2,block1.layer.2.conv1,0.6382706165313721,1,10
Wong2020Fast,Standard,-1,5,3,layer4.0.conv2,block2.layer.0.conv2,0.6907953023910522,1,10
Wong2020Fast,Standard,-1,5,4,layer4.0.conv2,block2.layer.3.conv1,0.7046398520469666,1,10
Wong2020Fast,Standard,-1,5,5,layer4.0.conv2,block3.layer.1.conv1,0.716626763343811,1,10
Wong2020Fast,Standard,-1,5,6,layer4.0.conv2,fc,0.8020898699760437,1,10
Wong2020Fast,Standard,-1,6,1,linear,conv1,0.5586296916007996,1,10
Wong2020Fast,Standard,-1,6,2,linear,block1.layer.2.conv1,0.4077676236629486,1,10
Wong2020Fast,Standard,-1,6,3,linear,block2.layer.0.conv2,0.44709134101867676,1,10
Wong2020Fast,Standard,-1,6,4,linear,block2.layer.3.conv1,0.47099995613098145,1,10
Wong2020Fast,Standard,-1,6,5,linear,block3.layer.1.conv1,0.49196746945381165,1,10
Wong2020Fast,Standard,-1,6,6,linear,fc,0.8108891844749451,1,10
Wong2020Fast,Standard,-1,1,1,conv1,conv1,0.9846669435501099,0,18
Wong2020Fast,Standard,-1,1,2,conv1,block1.layer.2.conv1,0.8227071762084961,0,18
Wong2020Fast,Standard,-1,1,3,conv1,block2.layer.0.conv2,0.8329896330833435,0,18
Wong2020Fast,Standard,-1,1,4,conv1,block2.layer.3.conv1,0.8153221011161804,0,18
Wong2020Fast,Standard,-1,1,5,conv1,block3.layer.1.conv1,0.7291429042816162,0,18
Wong2020Fast,Standard,-1,1,6,conv1,fc,0.6621434092521667,0,18
Wong2020Fast,Standard,-1,2,1,layer1.1.conv2,conv1,0.9814159274101257,0,18
Wong2020Fast,Standard,-1,2,2,layer1.1.conv2,block1.layer.2.conv1,0.8381492495536804,0,18
Wong2020Fast,Standard,-1,2,3,layer1.1.conv2,block2.layer.0.conv2,0.84746253490448,0,18
Wong2020Fast,Standard,-1,2,4,layer1.1.conv2,block2.layer.3.conv1,0.8300513029098511,0,18
Wong2020Fast,Standard,-1,2,5,layer1.1.conv2,block3.layer.1.conv1,0.7396950125694275,0,18
Wong2020Fast,Standard,-1,2,6,layer1.1.conv2,fc,0.659286618232727,0,18
Wong2020Fast,Standard,-1,3,1,layer2.1.conv1,conv1,0.8939088582992554,0,18
Wong2020Fast,Standard,-1,3,2,layer2.1.conv1,block1.layer.2.conv1,0.9415253400802612,0,18
Wong2020Fast,Standard,-1,3,3,layer2.1.conv1,block2.layer.0.conv2,0.9523571133613586,0,18
Wong2020Fast,Standard,-1,3,4,layer2.1.conv1,block2.layer.3.conv1,0.9343667030334473,0,18
Wong2020Fast,Standard,-1,3,5,layer2.1.conv1,block3.layer.1.conv1,0.8342004418373108,0,18
Wong2020Fast,Standard,-1,3,6,layer2.1.conv1,fc,0.5918564200401306,0,18
Wong2020Fast,Standard,-1,4,1,layer3.0.shortcut.0,conv1,0.9286213517189026,0,18
Wong2020Fast,Standard,-1,4,2,layer3.0.shortcut.0,block1.layer.2.conv1,0.7361871004104614,0,18
Wong2020Fast,Standard,-1,4,3,layer3.0.shortcut.0,block2.layer.0.conv2,0.763974666595459,0,18
Wong2020Fast,Standard,-1,4,4,layer3.0.shortcut.0,block2.layer.3.conv1,0.7457780241966248,0,18
Wong2020Fast,Standard,-1,4,5,layer3.0.shortcut.0,block3.layer.1.conv1,0.6872798204421997,0,18
Wong2020Fast,Standard,-1,4,6,layer3.0.shortcut.0,fc,0.662031352519989,0,18
Wong2020Fast,Standard,-1,5,1,layer4.0.conv2,conv1,0.8454137444496155,0,18
Wong2020Fast,Standard,-1,5,2,layer4.0.conv2,block1.layer.2.conv1,0.7248402833938599,0,18
Wong2020Fast,Standard,-1,5,3,layer4.0.conv2,block2.layer.0.conv2,0.7574697732925415,0,18
Wong2020Fast,Standard,-1,5,4,layer4.0.conv2,block2.layer.3.conv1,0.742106020450592,0,18
Wong2020Fast,Standard,-1,5,5,layer4.0.conv2,block3.layer.1.conv1,0.738334059715271,0,18
Wong2020Fast,Standard,-1,5,6,layer4.0.conv2,fc,0.6305100917816162,0,18
Wong2020Fast,Standard,-1,6,1,linear,conv1,0.5758634805679321,0,18
Wong2020Fast,Standard,-1,6,2,linear,block1.layer.2.conv1,0.40350672602653503,0,18
Wong2020Fast,Standard,-1,6,3,linear,block2.layer.0.conv2,0.39361974596977234,0,18
Wong2020Fast,Standard,-1,6,4,linear,block2.layer.3.conv1,0.38841938972473145,0,18
Wong2020Fast,Standard,-1,6,5,linear,block3.layer.1.conv1,0.4066513180732727,0,18
Wong2020Fast,Standard,-1,6,6,linear,fc,0.5681487917900085,0,18
Wong2020Fast,Engstrom2019Robustness,-1,1,1,conv1,conv1,0.9627991318702698,1,14
Wong2020Fast,Engstrom2019Robustness,-1,1,2,conv1,layer2.0.conv1,0.9108301401138306,1,14
Wong2020Fast,Engstrom2019Robustness,-1,1,3,conv1,layer2.3.conv1,0.8925053477287292,1,14
Wong2020Fast,Engstrom2019Robustness,-1,1,4,conv1,layer3.2.conv2,0.8447970151901245,1,14
Wong2020Fast,Engstrom2019Robustness,-1,1,5,conv1,layer3.5.conv3,0.8157734870910645,1,14
Wong2020Fast,Engstrom2019Robustness,-1,1,6,conv1,linear,0.6727238893508911,1,14
Wong2020Fast,Engstrom2019Robustness,-1,2,1,layer1.1.conv2,conv1,0.945080578327179,1,14
Wong2020Fast,Engstrom2019Robustness,-1,2,2,layer1.1.conv2,layer2.0.conv1,0.9381253123283386,1,14
Wong2020Fast,Engstrom2019Robustness,-1,2,3,layer1.1.conv2,layer2.3.conv1,0.9231679439544678,1,14
