source_model,target_model,sample_id,source_layer,target_layer,source_layer_name,target_layer_name,cka,transferable,n_samples
Wong2020Fast,Engstrom2019Robustness,-1,2,4,layer1.1.conv2,layer3.2.conv2,0.8694450855255127,1,14
Wong2020Fast,Engstrom2019Robustness,-1,2,5,layer1.1.conv2,layer3.5.conv3,0.8357760906219482,1,14
Wong2020Fast,Engstrom2019Robustness,-1,2,6,layer1.1.conv2,linear,0.6523874998092651,1,14
Wong2020Fast,Engstrom2019Robustness,-1,3,1,layer2.1.conv1,conv1,0.7579935193061829,1,14
Wong2020Fast,Engstrom2019Robustness,-1,3,2,layer2.1.conv1,layer2.0.conv1,0.9911515116691589,1,14
Wong2020Fast,Engstrom2019Robustness,-1,3,3,layer2.1.conv1,layer2.3.conv1,0.9958618879318237,1,14
Wong2020Fast,Engstrom2019Robustness,-1,3,4,layer2.1.conv1,layer3.2.conv2,0.9423658847808838,1,14
Wong2020Fast,Engstrom2019Robustness,-1,3,5,layer2.1.conv1,layer3.5.conv3,0.9318780899047852,1,14
Wong2020Fast,Engstrom2019Robustness,-1,3,6,layer2.1.conv1,linear,0.4541356861591339,1,14
Wong2020Fast,Engstrom2019Robustness,-1,4,1,layer3.0.shortcut.0,conv1,0.9204673767089844,1,14
Wong2020Fast,Engstrom2019Robustness,-1,4,2,layer3.0.shortcut.0,layer2.0.conv1,0.7994455695152283,1,14
Wong2020Fast,Engstrom2019Robustness,-1,4,3,layer3.0.shortcut.0,layer2.3.conv1,0.7795847058296204,1,14
Wong2020Fast,Engstrom2019Robustness,-1,4,4,layer3.0.shortcut.0,layer3.2.conv2,0.7537180781364441,1,14
Wong2020Fast,Engstrom2019Robustness,-1,4,5,layer3.0.shortcut.0,layer3.5.conv3,0.7148888111114502,1,14
Wong2020Fast,Engstrom2019Robustness,-1,4,6,layer3.0.shortcut.0,linear,0.8078939318656921,1,14
Wong2020Fast,Engstrom2019Robustness,-1,5,1,layer4.0.conv2,conv1,0.7986162900924683,1,14
Wong2020Fast,Engstrom2019Robustness,-1,5,2,layer4.0.conv2,layer2.0.conv1,0.6727234125137329,1,14
Wong2020Fast,Engstrom2019Robustness,-1,5,3,layer4.0.conv2,layer2.3.conv1,0.6573516130447388,1,14
Wong2020Fast,Engstrom2019Robustness,-1,5,4,layer4.0.conv2,layer3.2.conv2,0.6636667251586914,1,14
Wong2020Fast,Engstrom2019Robustness,-1,5,5,layer4.0.conv2,layer3.5.conv3,0.6441128849983215,1,14
Wong2020Fast,Engstrom2019Robustness,-1,5,6,layer4.0.conv2,linear,0.912024974822998,1,14
Wong2020Fast,Engstrom2019Robustness,-1,6,1,linear,conv1,0.6658017039299011,1,14
Wong2020Fast,Engstrom2019Robustness,-1,6,2,linear,layer2.0.conv1,0.4441290497779846,1,14
Wong2020Fast,Engstrom2019Robustness,-1,6,3,linear,layer2.3.conv1,0.42193979024887085,1,14
Wong2020Fast,Engstrom2019Robustness,-1,6,4,linear,layer3.2.conv2,0.401398628950119,1,14
Wong2020Fast,Engstrom2019Robustness,-1,6,5,linear,layer3.5.conv3,0.39064764976501465,1,14
Wong2020Fast,Engstrom2019Robustness,-1,6,6,linear,linear,0.9690523147583008,1,14
Wong2020Fast,Engstrom2019Robustness,-1,1,1,conv1,conv1,0.957121729850769,0,14
Wong2020Fast,Engstrom2019Robustness,-1,1,2,conv1,layer2.0.conv1,0.9302166700363159,0,14
Wong2020Fast,Engstrom2019Robustness,-1,1,3,conv1,layer2.3.conv1,0.914290726184845,0,14
Wong2020Fast,Engstrom2019Robustness,-1,1,4,conv1,layer3.2.conv2,0.8803178071975708,0,14
Wong2020Fast,Engstrom2019Robustness,-1,1,5,conv1,layer3.5.conv3,0.8217768669128418,0,14
Wong2020Fast,Engstrom2019Robustness,-1,1,6,conv1,linear,0.6710583567619324,0,14
Wong2020Fast,Engstrom2019Robustness,-1,2,1,layer1.1.conv2,conv1,0.9463027119636536,0,14
Wong2020Fast,Engstrom2019Robustness,-1,2,2,layer1.1.conv2,layer2.0.conv1,0.9485753178596497,0,14
Wong2020Fast,Engstrom2019Robustness,-1,2,3,layer1.1.conv2,layer2.3.conv1,0.9393618702888489,0,14
Wong2020Fast,Engstrom2019Robustness,-1,2,4,layer1.1.conv2,layer3.2.conv2,0.9016403555870056,0,14
Wong2020Fast,Engstrom2019Robustness,-1,2,5,layer1.1.conv2,layer3.5.conv3,0.8377757668495178,0,14
Wong2020Fast,Engstrom2019Robustness,-1,2,6,layer1.1.conv2,linear,0.6506353616714478,0,14
Wong2020Fast,Engstrom2019Robustness,-1,3,1,layer2.1.conv1,conv1,0.7787458300590515,0,14
Wong2020Fast,Engstrom2019Robustness,-1,3,2,layer2.1.conv1,layer2.0.conv1,0.9788150191307068,0,14
Wong2020Fast,Engstrom2019Robustness,-1,3,3,layer2.1.conv1,layer2.3.conv1,0.9933454990386963,0,14
Wong2020Fast,Engstrom2019Robustness,-1,3,4,layer2.1.conv1,layer3.2.conv2,0.9645325541496277,0,14
Wong2020Fast,Engstrom2019Robustness,-1,3,5,layer2.1.conv1,layer3.5.conv3,0.9237257838249207,0,14
Wong2020Fast,Engstrom2019Robustness,-1,3,6,layer2.1.conv1,linear,0.5025444626808167,0,14
Wong2020Fast,Engstrom2019Robustness,-1,4,1,layer3.0.shortcut.0,conv1,0.9148775339126587,0,14
Wong2020Fast,Engstrom2019Robustness,-1,4,2,layer3.0.shortcut.0,layer2.0.conv1,0.8600497841835022,0,14
Wong2020Fast,Engstrom2019Robustness,-1,4,3,layer3.0.shortcut.0,layer2.3.conv1,0.8401252627372742,0,14
Wong2020Fast,Engstrom2019Robustness,-1,4,4,layer3.0.shortcut.0,layer3.2.conv2,0.8218927979469299,0,14
Wong2020Fast,Engstrom2019Robustness,-1,4,5,layer3.0.shortcut.0,layer3.5.conv3,0.7798647284507751,0,14
Wong2020Fast,Engstrom2019Robustness,-1,4,6,layer3.0.shortcut.0,linear,0.7522428035736084,0,14
Wong2020Fast,Engstrom2019Robustness,-1,5,1,layer4.0.conv2,conv1,0.822645902633667,0,14
Wong2020Fast,Engstrom2019Robustness,-1,5,2,layer4.0.conv2,layer2.0.conv1,0.8246663808822632,0,14
Wong2020Fast,Engstrom2019Robustness,-1,5,3,layer4.0.conv2,layer2.3.conv1,0.7949937582015991,0,14
Wong2020Fast,Engstrom2019Robustness,-1,5,4,layer4.0.conv2,layer3.2.conv2,0.8066785931587219,0,14
Wong2020Fast,Engstrom2019Robustness,-1,5,5,layer4.0.conv2,layer3.5.conv3,0.8172404766082764,0,14
Wong2020Fast,Engstrom2019Robustness,-1,5,6,layer4.0.conv2,linear,0.7991957664489746,0,14
Wong2020Fast,Engstrom2019Robustness,-1,6,1,linear,conv1,0.6072127223014832,0,14
Wong2020Fast,Engstrom2019Robustness,-1,6,2,linear,layer2.0.conv1,0.5434026718139648,0,14
Wong2020Fast,Engstrom2019Robustness,-1,6,3,linear,layer2.3.conv1,0.5048941373825073,0,14
Wong2020Fast,Engstrom2019Robustness,-1,6,4,linear,layer3.2.conv2,0.48742759227752686,0,14
Wong2020Fast,Engstrom2019Robustness,-1,6,5,linear,layer3.5.conv3,0.44787129759788513,0,14
Wong2020Fast,Engstrom2019Robustness,-1,6,6,linear,linear,0.9108630418777466,0,14
Wong2020Fast,Rice2020Overfitting,-1,1,1,conv1,conv1,0.984600841999054,1,12
Wong2020Fast,Rice2020Overfitting,-1,1,2,conv1,block1.layer.2.conv2,0.947885274887085,1,12
Wong2020Fast,Rice2020Overfitting,-1,1,3,conv1,block2.layer.0.convShortcut,0.9812648892402649,1,12
Wong2020Fast,Rice2020Overfitting,-1,1,4,conv1,block2.layer.3.conv2,0.8433086276054382,1,12
Wong2020Fast,Rice2020Overfitting,-1,1,5,conv1,block3.layer.1.conv2,0.7793420553207397,1,12
Wong2020Fast,Rice2020Overfitting,-1,1,6,conv1,fc,0.6327996253967285,1,12
Wong2020Fast,Rice2020Overfitting,-1,2,1,layer1.1.conv2,conv1,0.9731480479240417,1,12
Wong2020Fast,Rice2020Overfitting,-1,2,2,layer1.1.conv2,block1.layer.2.conv2,0.9660482406616211,1,12
Wong2020Fast,Rice2020Overfitting,-1,2,3,layer1.1.conv2,block2.layer.0.convShortcut,0.9882460832595825,1,12
Wong2020Fast,Rice2020Overfitting,-1,2,4,layer1.1.conv2,block2.layer.3.conv2,0.8719576597213745,1,12
Wong2020Fast,Rice2020Overfitting,-1,2,5,layer1.1.conv2,block3.layer.1.conv2,0.7953254580497742,1,12
Wong2020Fast,Rice2020Overfitting,-1,2,6,layer1.1.conv2,fc,0.6220993399620056,1,12
Wong2020Fast,Rice2020Overfitting,-1,3,1,layer2.1.conv1,conv1,0.8271819949150085,1,12
Wong2020Fast,Rice2020Overfitting,-1,3,2,layer2.1.conv1,block1.layer.2.conv2,0.9781690239906311,1,12
Wong2020Fast,Rice2020Overfitting,-1,3,3,layer2.1.conv1,block2.layer.0.convShortcut,0.9287951588630676,1,12
Wong2020Fast,Rice2020Overfitting,-1,3,4,layer2.1.conv1,block2.layer.3.conv2,0.9485999941825867,1,12
Wong2020Fast,Rice2020Overfitting,-1,3,5,layer2.1.conv1,block3.layer.1.conv2,0.8403017520904541,1,12
Wong2020Fast,Rice2020Overfitting,-1,3,6,layer2.1.conv1,fc,0.4952596426010132,1,12
Wong2020Fast,Rice2020Overfitting,-1,4,1,layer3.0.shortcut.0,conv1,0.9260880351066589,1,12
Wong2020Fast,Rice2020Overfitting,-1,4,2,layer3.0.shortcut.0,block1.layer.2.conv2,0.8891271948814392,1,12
Wong2020Fast,Rice2020Overfitting,-1,4,3,layer3.0.shortcut.0,block2.layer.0.convShortcut,0.957855761051178,1,12
Wong2020Fast,Rice2020Overfitting,-1,4,4,layer3.0.shortcut.0,block2.layer.3.conv2,0.8095340132713318,1,12
Wong2020Fast,Rice2020Overfitting,-1,4,5,layer3.0.shortcut.0,block3.layer.1.conv2,0.73291015625,1,12
Wong2020Fast,Rice2020Overfitting,-1,4,6,layer3.0.shortcut.0,fc,0.7874674797058105,1,12
Wong2020Fast,Rice2020Overfitting,-1,5,1,layer4.0.conv2,conv1,0.7880282998085022,1,12
Wong2020Fast,Rice2020Overfitting,-1,5,2,layer4.0.conv2,block1.layer.2.conv2,0.792549192905426,1,12
Wong2020Fast,Rice2020Overfitting,-1,5,3,layer4.0.conv2,block2.layer.0.convShortcut,0.8461096882820129,1,12
Wong2020Fast,Rice2020Overfitting,-1,5,4,layer4.0.conv2,block2.layer.3.conv2,0.7531343102455139,1,12
Wong2020Fast,Rice2020Overfitting,-1,5,5,layer4.0.conv2,block3.layer.1.conv2,0.7111146450042725,1,12
Wong2020Fast,Rice2020Overfitting,-1,5,6,layer4.0.conv2,fc,0.8568174242973328,1,12
Wong2020Fast,Rice2020Overfitting,-1,6,1,linear,conv1,0.595475971698761,1,12
Wong2020Fast,Rice2020Overfitting,-1,6,2,linear,block1.layer.2.conv2,0.5454162359237671,1,12
Wong2020Fast,Rice2020Overfitting,-1,6,3,linear,block2.layer.0.convShortcut,0.6301281452178955,1,12
Wong2020Fast,Rice2020Overfitting,-1,6,4,linear,block2.layer.3.conv2,0.5352894067764282,1,12
Wong2020Fast,Rice2020Overfitting,-1,6,5,linear,block3.layer.1.conv2,0.4876519441604614,1,12
Wong2020Fast,Rice2020Overfitting,-1,6,6,linear,fc,0.9335227012634277,1,12
Wong2020Fast,Rice2020Overfitting,-1,1,1,conv1,conv1,0.98232102394104,0,16
Wong2020Fast,Rice2020Overfitting,-1,1,2,conv1,block1.layer.2.conv2,0.9418832063674927,0,16
Wong2020Fast,Rice2020Overfitting,-1,1,3,conv1,block2.layer.0.convShortcut,0.9860458970069885,0,16
Wong2020Fast,Rice2020Overfitting,-1,1,4,conv1,block2.layer.3.conv2,0.7620354294776917,0,16
Wong2020Fast,Rice2020Overfitting,-1,1,5,conv1,block3.layer.1.conv2,0.8353546857833862,0,16
Wong2020Fast,Rice2020Overfitting,-1,1,6,conv1,fc,0.6725362539291382,0,16
Wong2020Fast,Rice2020Overfitting,-1,2,1,layer1.1.conv2,conv1,0.9730468392372131,0,16
Wong2020Fast,Rice2020Overfitting,-1,2,2,layer1.1.conv2,block1.layer.2.conv2,0.957368791103363,0,16
Wong2020Fast,Rice2020Overfitting,-1,2,3,layer1.1.conv2,block2.layer.0.convShortcut,0.9888486266136169,0,16
Wong2020Fast,Rice2020Overfitting,-1,2,4,layer1.1.conv2,block2.layer.3.conv2,0.7903632521629333,0,16
Wong2020Fast,Rice2020Overfitting,-1,2,5,layer1.1.conv2,block3.layer.1.conv2,0.8532567620277405,0,16
Wong2020Fast,Rice2020Overfitting,-1,2,6,layer1.1.conv2,fc,0.6538238525390625,0,16
Wong2020Fast,Rice2020Overfitting,-1,3,1,layer2.1.conv1,conv1,0.797260582447052,0,16
Wong2020Fast,Rice2020Overfitting,-1,3,2,layer2.1.conv1,block1.layer.2.conv2,0.975593090057373,0,16
Wong2020Fast,Rice2020Overfitting,-1,3,3,layer2.1.conv1,block2.layer.0.convShortcut,0.9084389805793762,0,16
Wong2020Fast,Rice2020Overfitting,-1,3,4,layer2.1.conv1,block2.layer.3.conv2,0.908562958240509,0,16
Wong2020Fast,Rice2020Overfitting,-1,3,5,layer2.1.conv1,block3.layer.1.conv2,0.916276216506958,0,16
Wong2020Fast,Rice2020Overfitting,-1,3,6,layer2.1.conv1,fc,0.4620193541049957,0,16
Wong2020Fast,Rice2020Overfitting,-1,4,1,layer3.0.shortcut.0,conv1,0.9475712180137634,0,16
Wong2020Fast,Rice2020Overfitting,-1,4,2,layer3.0.shortcut.0,block1.layer.2.conv2,0.877778947353363,0,16
Wong2020Fast,Rice2020Overfitting,-1,4,3,layer3.0.shortcut.0,block2.layer.0.convShortcut,0.9622139930725098,0,16
Wong2020Fast,Rice2020Overfitting,-1,4,4,layer3.0.shortcut.0,block2.layer.3.conv2,0.7204010486602783,0,16
Wong2020Fast,Rice2020Overfitting,-1,4,5,layer3.0.shortcut.0,block3.layer.1.conv2,0.7947474718093872,0,16
Wong2020Fast,Rice2020Overfitting,-1,4,6,layer3.0.shortcut.0,fc,0.7664234042167664,0,16
Wong2020Fast,Rice2020Overfitting,-1,5,1,layer4.0.conv2,conv1,0.8432531356811523,0,16
Wong2020Fast,Rice2020Overfitting,-1,5,2,layer4.0.conv2,block1.layer.2.conv2,0.7887594103813171,0,16
Wong2020Fast,Rice2020Overfitting,-1,5,3,layer4.0.conv2,block2.layer.0.convShortcut,0.8689204454421997,0,16
Wong2020Fast,Rice2020Overfitting,-1,5,4,layer4.0.conv2,block2.layer.3.conv2,0.6786038875579834,0,16
Wong2020Fast,Rice2020Overfitting,-1,5,5,layer4.0.conv2,block3.layer.1.conv2,0.744407057762146,0,16
Wong2020Fast,Rice2020Overfitting,-1,5,6,layer4.0.conv2,fc,0.8687674403190613,0,16
Wong2020Fast,Rice2020Overfitting,-1,6,1,linear,conv1,0.6061693429946899,0,16
Wong2020Fast,Rice2020Overfitting,-1,6,2,linear,block1.layer.2.conv2,0.4891964793205261,0,16
Wong2020Fast,Rice2020Overfitting,-1,6,3,linear,block2.layer.0.convShortcut,0.5963085889816284,0,16
Wong2020Fast,Rice2020Overfitting,-1,6,4,linear,block2.layer.3.conv2,0.35596293210983276,0,16
Wong2020Fast,Rice2020Overfitting,-1,6,5,linear,block3.layer.1.conv2,0.4263284504413605,0,16
Wong2020Fast,Rice2020Overfitting,-1,6,6,linear,fc,0.9481172561645508,0,16
Rice2020Overfitting,Standard,-1,1,1,conv1,conv1,0.9915207624435425,1,5
Rice2020Overfitting,Standard,-1,1,2,conv1,block1.layer.2.conv1,0.81070876121521,1,5
Rice2020Overfitting,Standard,-1,1,3,conv1,block2.layer.0.conv2,0.8436625003814697,1,5
Rice2020Overfitting,Standard,-1,1,4,conv1,block2.layer.3.conv1,0.8654394745826721,1,5
Rice2020Overfitting,Standard,-1,1,5,conv1,block3.layer.1.conv1,0.8301190137863159,1,5
Rice2020Overfitting,Standard,-1,1,6,conv1,fc,0.6031116247177124,1,5
Rice2020Overfitting,Standard,-1,2,1,block1.layer.2.conv2,conv1,0.9696252346038818,1,5
Rice2020Overfitting,Standard,-1,2,2,block1.layer.2.conv2,block1.layer.2.conv1,0.9499569535255432,1,5
Rice2020Overfitting,Standard,-1,2,3,block1.layer.2.conv2,block2.layer.0.conv2,0.9654542803764343,1,5
Rice2020Overfitting,Standard,-1,2,4,block1.layer.2.conv2,block2.layer.3.conv1,0.9734042286872864,1,5
Rice2020Overfitting,Standard,-1,2,5,block1.layer.2.conv2,block3.layer.1.conv1,0.9241589307785034,1,5
Rice2020Overfitting,Standard,-1,2,6,block1.layer.2.conv2,fc,0.7324310541152954,1,5
Rice2020Overfitting,Standard,-1,3,1,block2.layer.0.convShortcut,conv1,0.9952166080474854,1,5
Rice2020Overfitting,Standard,-1,3,2,block2.layer.0.convShortcut,block1.layer.2.conv1,0.8911109566688538,1,5
Rice2020Overfitting,Standard,-1,3,3,block2.layer.0.convShortcut,block2.layer.0.conv2,0.9179052114486694,1,5
Rice2020Overfitting,Standard,-1,3,4,block2.layer.0.convShortcut,block2.layer.3.conv1,0.9339948296546936,1,5
Rice2020Overfitting,Standard,-1,3,5,block2.layer.0.convShortcut,block3.layer.1.conv1,0.8938348889350891,1,5
Rice2020Overfitting,Standard,-1,3,6,block2.layer.0.convShortcut,fc,0.6758045554161072,1,5
Rice2020Overfitting,Standard,-1,4,1,block2.layer.3.conv2,conv1,0.9280469417572021,1,5
Rice2020Overfitting,Standard,-1,4,2,block2.layer.3.conv2,block1.layer.2.conv1,0.9439805746078491,1,5
Rice2020Overfitting,Standard,-1,4,3,block2.layer.3.conv2,block2.layer.0.conv2,0.973219633102417,1,5
Rice2020Overfitting,Standard,-1,4,4,block2.layer.3.conv2,block2.layer.3.conv1,0.966357409954071,1,5
Rice2020Overfitting,Standard,-1,4,5,block2.layer.3.conv2,block3.layer.1.conv1,0.9523607492446899,1,5
Rice2020Overfitting,Standard,-1,4,6,block2.layer.3.conv2,fc,0.7218156456947327,1,5
Rice2020Overfitting,Standard,-1,5,1,block3.layer.1.conv2,conv1,0.8793879151344299,1,5
Rice2020Overfitting,Standard,-1,5,2,block3.layer.1.conv2,block1.layer.2.conv1,0.9014574289321899,1,5
Rice2020Overfitting,Standard,-1,5,3,block3.layer.1.conv2,block2.layer.0.conv2,0.9337735772132874,1,5
Rice2020Overfitting,Standard,-1,5,4,block3.layer.1.conv2,block2.layer.3.conv1,0.9124029278755188,1,5
Rice2020Overfitting,Standard,-1,5,5,block3.layer.1.conv2,block3.layer.1.conv1,0.9013146162033081,1,5
Rice2020Overfitting,Standard,-1,5,6,block3.layer.1.conv2,fc,0.705720841884613,1,5
Rice2020Overfitting,Standard,-1,6,1,fc,conv1,0.5287158489227295,1,5
Rice2020Overfitting,Standard,-1,6,2,fc,block1.layer.2.conv1,0.5665870308876038,1,5
Rice2020Overfitting,Standard,-1,6,3,fc,block2.layer.0.conv2,0.6256160736083984,1,5
Rice2020Overfitting,Standard,-1,6,4,fc,block2.layer.3.conv1,0.6519278883934021,1,5
Rice2020Overfitting,Standard,-1,6,5,fc,block3.layer.1.conv1,0.5965317487716675,1,5
Rice2020Overfitting,Standard,-1,6,6,fc,fc,0.45020291209220886,1,5
Rice2020Overfitting,Standard,-1,1,1,conv1,conv1,0.9498661756515503,0,14
Rice2020Overfitting,Standard,-1,1,2,conv1,block1.layer.2.conv1,0.7203893065452576,0,14
Rice2020Overfitting,Standard,-1,1,3,conv1,block2.layer.0.conv2,0.746823251247406,0,14
Rice2020Overfitting,Standard,-1,1,4,conv1,block2.layer.3.conv1,0.7397845387458801,0,14
Rice2020Overfitting,Standard,-1,1,5,conv1,block3.layer.1.conv1,0.6969520449638367,0,14
Rice2020Overfitting,Standard,-1,1,6,conv1,fc,0.5614151954650879,0,14
Rice2020Overfitting,Standard,-1,2,1,block1.layer.2.conv2,conv1,0.9202986359596252,0,14
Rice2020Overfitting,Standard,-1,2,2,block1.layer.2.conv2,block1.layer.2.conv1,0.8964751362800598,0,14
Rice2020Overfitting,Standard,-1,2,3,block1.layer.2.conv2,block2.layer.0.conv2,0.9243166446685791,0,14
Rice2020Overfitting,Standard,-1,2,4,block1.layer.2.conv2,block2.layer.3.conv1,0.9118087291717529,0,14
Rice2020Overfitting,Standard,-1,2,5,block1.layer.2.conv2,block3.layer.1.conv1,0.8497181534767151,0,14
Rice2020Overfitting,Standard,-1,2,6,block1.layer.2.conv2,fc,0.6736449003219604,0,14
Rice2020Overfitting,Standard,-1,3,1,block2.layer.0.convShortcut,conv1,0.9102466702461243,0,14
Rice2020Overfitting,Standard,-1,3,2,block2.layer.0.convShortcut,block1.layer.2.conv1,0.8359290957450867,0,14
Rice2020Overfitting,Standard,-1,3,3,block2.layer.0.convShortcut,block2.layer.0.conv2,0.875203549861908,0,14
Rice2020Overfitting,Standard,-1,3,4,block2.layer.0.convShortcut,block2.layer.3.conv1,0.8565384149551392,0,14
Rice2020Overfitting,Standard,-1,3,5,block2.layer.0.convShortcut,block3.layer.1.conv1,0.8024405241012573,0,14
Rice2020Overfitting,Standard,-1,3,6,block2.layer.0.convShortcut,fc,0.6615191698074341,0,14
Rice2020Overfitting,Standard,-1,4,1,block2.layer.3.conv2,conv1,0.8019077777862549,0,14
Rice2020Overfitting,Standard,-1,4,2,block2.layer.3.conv2,block1.layer.2.conv1,0.8608748316764832,0,14
Rice2020Overfitting,Standard,-1,4,3,block2.layer.3.conv2,block2.layer.0.conv2,0.9101266264915466,0,14
Rice2020Overfitting,Standard,-1,4,4,block2.layer.3.conv2,block2.layer.3.conv1,0.901809573173523,0,14
Rice2020Overfitting,Standard,-1,4,5,block2.layer.3.conv2,block3.layer.1.conv1,0.8559922575950623,0,14
Rice2020Overfitting,Standard,-1,4,6,block2.layer.3.conv2,fc,0.6565864086151123,0,14
Rice2020Overfitting,Standard,-1,5,1,block3.layer.1.conv2,conv1,0.7461215257644653,0,14
Rice2020Overfitting,Standard,-1,5,2,block3.layer.1.conv2,block1.layer.2.conv1,0.8768860101699829,0,14
Rice2020Overfitting,Standard,-1,5,3,block3.layer.1.conv2,block2.layer.0.conv2,0.9120933413505554,0,14
Rice2020Overfitting,Standard,-1,5,4,block3.layer.1.conv2,block2.layer.3.conv1,0.8983502388000488,0,14
Rice2020Overfitting,Standard,-1,5,5,block3.layer.1.conv2,block3.layer.1.conv1,0.8376805186271667,0,14
Rice2020Overfitting,Standard,-1,5,6,block3.layer.1.conv2,fc,0.6019545793533325,0,14
Rice2020Overfitting,Standard,-1,6,1,fc,conv1,0.5041864514350891,0,14
Rice2020Overfitting,Standard,-1,6,2,fc,block1.layer.2.conv1,0.42316535115242004,0,14
Rice2020Overfitting,Standard,-1,6,3,fc,block2.layer.0.conv2,0.5063542723655701,0,14
Rice2020Overfitting,Standard,-1,6,4,fc,block2.layer.3.conv1,0.4934752285480499,0,14
Rice2020Overfitting,Standard,-1,6,5,fc,block3.layer.1.conv1,0.5245492458343506,0,14
Rice2020Overfitting,Standard,-1,6,6,fc,fc,0.6034302115440369,0,14
Rice2020Overfitting,Engstrom2019Robustness,-1,1,1,conv1,conv1,0.9922791719436646,1,11
Rice2020Overfitting,Engstrom2019Robustness,-1,1,2,conv1,layer2.0.conv1,0.8815696835517883,1,11
Rice2020Overfitting,Engstrom2019Robustness,-1,1,3,conv1,layer2.3.conv1,0.8862574696540833,1,11
Rice2020Overfitting,Engstrom2019Robustness,-1,1,4,conv1,layer3.2.conv2,0.8587395548820496,1,11
Rice2020Overfitting,Engstrom2019Robustness,-1,1,5,conv1,layer3.5.conv3,0.7735277414321899,1,11
Rice2020Overfitting,Engstrom2019Robustness,-1,1,6,conv1,linear,0.4370112121105194,1,11
Rice2020Overfitting,Engstrom2019Robustness,-1,2,1,block1.layer.2.conv2,conv1,0.8359752893447876,1,11
Rice2020Overfitting,Engstrom2019Robustness,-1,2,2,block1.layer.2.conv2,layer2.0.conv1,0.994749128818512,1,11
Rice2020Overfitting,Engstrom2019Robustness,-1,2,3,block1.layer.2.conv2,layer2.3.conv1,0.9932160973548889,1,11
Rice2020Overfitting,Engstrom2019Robustness,-1,2,4,block1.layer.2.conv2,layer3.2.conv2,0.9513739347457886,1,11
Rice2020Overfitting,Engstrom2019Robustness,-1,2,5,block1.layer.2.conv2,layer3.5.conv3,0.925122857093811,1,11
Rice2020Overfitting,Engstrom2019Robustness,-1,2,6,block1.layer.2.conv2,linear,0.49724531173706055,1,11
Rice2020Overfitting,Engstrom2019Robustness,-1,3,1,block2.layer.0.convShortcut,conv1,0.9257693886756897,1,11
Rice2020Overfitting,Engstrom2019Robustness,-1,3,2,block2.layer.0.convShortcut,layer2.0.conv1,0.9687075018882751,1,11
Rice2020Overfitting,Engstrom2019Robustness,-1,3,3,block2.layer.0.convShortcut,layer2.3.conv1,0.9730465412139893,1,11
Rice2020Overfitting,Engstrom2019Robustness,-1,3,4,block2.layer.0.convShortcut,layer3.2.conv2,0.9371839165687561,1,11
Rice2020Overfitting,Engstrom2019Robustness,-1,3,5,block2.layer.0.convShortcut,layer3.5.conv3,0.8790905475616455,1,11
Rice2020Overfitting,Engstrom2019Robustness,-1,3,6,block2.layer.0.convShortcut,linear,0.4873732328414917,1,11
Rice2020Overfitting,Engstrom2019Robustness,-1,4,1,block2.layer.3.conv2,conv1,0.7349014282226562,1,11
Rice2020Overfitting,Engstrom2019Robustness,-1,4,2,block2.layer.3.conv2,layer2.0.conv1,0.8964058756828308,1,11
Rice2020Overfitting,Engstrom2019Robustness,-1,4,3,block2.layer.3.conv2,layer2.3.conv1,0.9199105501174927,1,11
Rice2020Overfitting,Engstrom2019Robustness,-1,4,4,block2.layer.3.conv2,layer3.2.conv2,0.9216206073760986,1,11
Rice2020Overfitting,Engstrom2019Robustness,-1,4,5,block2.layer.3.conv2,layer3.5.conv3,0.944815993309021,1,11
Rice2020Overfitting,Engstrom2019Robustness,-1,4,6,block2.layer.3.conv2,linear,0.5284431576728821,1,11
Rice2020Overfitting,Engstrom2019Robustness,-1,5,1,block3.layer.1.conv2,conv1,0.7369548678398132,1,11
Rice2020Overfitting,Engstrom2019Robustness,-1,5,2,block3.layer.1.conv2,layer2.0.conv1,0.8500642776489258,1,11
Rice2020Overfitting,Engstrom2019Robustness,-1,5,3,block3.layer.1.conv2,layer2.3.conv1,0.8830875754356384,1,11
Rice2020Overfitting,Engstrom2019Robustness,-1,5,4,block3.layer.1.conv2,layer3.2.conv2,0.9067897200584412,1,11
Rice2020Overfitting,Engstrom2019Robustness,-1,5,5,block3.layer.1.conv2,layer3.5.conv3,0.8816556334495544,1,11
Rice2020Overfitting,Engstrom2019Robustness,-1,5,6,block3.layer.1.conv2,linear,0.5037885308265686,1,11
Rice2020Overfitting,Engstrom2019Robustness,-1,6,1,fc,conv1,0.4321106970310211,1,11
Rice2020Overfitting,Engstrom2019Robustness,-1,6,2,fc,layer2.0.conv1,0.5308235287666321,1,11
Rice2020Overfitting,Engstrom2019Robustness,-1,6,3,fc,layer2.3.conv1,0.53766930103302,1,11
Rice2020Overfitting,Engstrom2019Robustness,-1,6,4,fc,layer3.2.conv2,0.597781240940094,1,11
Rice2020Overfitting,Engstrom2019Robustness,-1,6,5,fc,layer3.5.conv3,0.6436193585395813,1,11
Rice2020Overfitting,Engstrom2019Robustness,-1,6,6,fc,linear,0.9503655433654785,1,11
Rice2020Overfitting,Engstrom2019Robustness,-1,1,1,conv1,conv1,0.9916403889656067,0,8
Rice2020Overfitting,Engstrom2019Robustness,-1,1,2,conv1,layer2.0.conv1,0.886332094669342,0,8
